compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,species,spinD_carbon,spinD_metal,Egap,agl_thermal_expansion_300K,agl_debye,enthalpy_formation_atom,natoms,volume_cell,calculated_lattice_parameter,ael_bulk_modulus_vrh,ael_poisson_ratio,ael_shear_modulus_vrh,ael_youngs_modulus_vrh,agl_thermal_conductivity_300K
C1Ta1,aflow:0961d0e6049cfdf0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_601144,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8579,4.505041263839913,,,,,
C1Ta1,aflow:0b9d4467cef30c36,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618844,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:181ba7fa2b2601c1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618841,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:1a09c2f90d68b88d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618846,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8825,4.506656814437961,,,,,
C1Ta1,aflow:20e821530f762f35,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618839,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:22bff7899889f374,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618833,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:2391172d7af0e248,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618831,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8486,4.504430204977476,,,,,
C1Ta1,aflow:30b8bfe5c6e7f866,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_44497,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:40082cf918ce5b7d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159879,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8838,4.506742156845406,,,,,
C1Ta1,aflow:4552a30e8e5a7e99,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159877,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:4d7bc1aa003d0bf5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618828,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:53d63dba5b721b6a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618829,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:59370902f59973c3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159876,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:5a7db361d95c4b89,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618836,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:610c3651ef29f532,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618830,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:69a7de99086ffee2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618835,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:71fe29c801d60a9b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618818,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8675,4.505671860453049,,,,,
C1Ta1,aflow:881507aee7292b90,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_38239,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:8c6d42961b45267a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_180601,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8678,4.505691563753179,,,,,
C1Ta1,aflow:918201aaf7b80b61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618847,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:9c445e42e645062e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_43525,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:a5ca975066fda1e3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_77406,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:ab12a4b4cd505ec1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_53974,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8678,4.505691563753179,,,,,
C1Ta1,aflow:c2e2176fd4eacf4c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618845,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8675,4.505671860453049,,,,,
C1Ta1,aflow:c5ee506123e7f983,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618848,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8677,4.505684996005616,,,,,
C1Ta1,aflow:ca21dc29a0a89fd7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_26956,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.846,4.504259341659974,,,,,
C1Ta1,aflow:ca3d7f5c4b4eb740,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618820,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8675,4.505671860453049,,,,,
C1Ta1,aflow:d2ab410fef99ea61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_155163,225,cF8,"['C', 'Ta']",0.0,0.0,0,1.9468e-05,548.016,,2,22.8677,4.505684996005616,315.444,0.237138,201.073,497.51,61.4198
C1Ta1,aflow:dcc40abe6b0f86cf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618832,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:e3d5a4d5bd41ef84,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159875,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:e63c5666c27e9b1f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_159878,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8583,4.505067542223523,,,,,
C1Ta1,aflow:e8bc650401ecd1c7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618838,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:eca002149c7cf51c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618843,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8486,4.504430204977476,,,,,
C1Ta1,aflow:f299bb3f69aebfc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618823,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:f8194963d36097b7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618837,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8676,4.505678428238906,,,,,
C1Ta1,aflow:f9bb14f141a9478e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ta1_ICSD_618825,225,cF8,"['C', 'Ta']",0.0,0.0,0,,,,2,22.8799,4.506486119925642,,,,,
C1Tc1,aflow:3faccddce4b6bc29,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Tc1_ICSD_183167,225,cF8,"['C', 'Tc']",-0.114,1.385,0,5.51523e-05,439.187,,2,20.8619,4.369897834433188,230.128,0.362243,69.8152,190.211,5.40894
C1Th1,aflow:1ddcc76d17ed6d55,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618902,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1359,5.4797447800579935,,,,,
C1Th1,aflow:238f96022bf7e8d1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618913,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1393,5.479895748101075,,,,,
C1Th1,aflow:3dc6b8a9609e0455,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618904,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1408,5.479962349005171,,,,,
C1Th1,aflow:42b7acb6996d9760,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618899,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1389,5.479877987586568,,,,,
C1Th1,aflow:4e03466d19a9aba3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_260883,225,cF8,"['C', 'Th']",0.0,0.0,0,2.4455e-05,355.982,,2,41.1824,5.481808769427072,147.5,0.250005,88.4978,221.245,29.595
C1Th1,aflow:7a3f49fc327e7694,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618905,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1386,5.479864667125136,,,,,
C1Th1,aflow:a91b144af0ec8849,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618907,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1424,5.480033388185229,,,,,
C1Th1,aflow:dd50930fc6a66192,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618908,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1344,5.4796781738650235,,,,,
C1Th1,aflow:e28ad0674b36165d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_43378,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1399,5.479922388656981,,,,,
C1Th1,aflow:eda4a462306d26f8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Th1_ICSD_618910,225,cF8,"['C', 'Th']",0.0,0.0,0,,,,2,41.1392,5.479891307983242,,,,,
C1Ti1,aflow:041bfb79b9a2bac7,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618935,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3972,4.406958685870489,,,,,
C1Ti1,aflow:0b13395577c87e3b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618934,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3974,4.406972416467499,,,,,
C1Ti1,aflow:0bc31ae48488ab25,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618940,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.395,4.406807643656097,,,,,
C1Ti1,aflow:0c755685b23efa1c,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618946,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3942,4.406752716647342,,,,,
C1Ti1,aflow:0c7905bad7cc0ac5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_658339,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.4064,4.4075902047996145,,,,,
C1Ti1,aflow:2a3e1a495e3c1d6b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_159871,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3947,4.406787046188271,,,,,
C1Ti1,aflow:45e3b1a9239738b0,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618930,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.397,4.406944955187918,,,,,
C1Ti1,aflow:4b6741aab78361e5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618932,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3826,4.405956121103767,,,,,
C1Ti1,aflow:5925459c05d08c80,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_44494,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3874,4.40628578177941,,,,,
C1Ti1,aflow:5e033b31e3e984af,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618928,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3955,4.406841972341265,,,,,
C1Ti1,aflow:692d595b81e51b22,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618933,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3963,4.4068968971251135,,,,,
C1Ti1,aflow:6c5a5935e976be3a,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_181681,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.341,4.40309699318619,,,,,
C1Ti1,aflow:77c0b4e861dd7054,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_658392,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3962,4.406890031602004,,,,,
C1Ti1,aflow:77fc54fae68cc777,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618926,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.396,4.406876300491612,,,,,
C1Ti1,aflow:79832470bf202467,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618931,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3967,4.406924359003633,,,,,
C1Ti1,aflow:853b4eb6bf154140,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618929,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3957,4.406855703665582,,,,,
C1Ti1,aflow:8b39b4104ab90f8f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618944,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3948,4.406793912032274,,,,,
C1Ti1,aflow:909fda1367033e9d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618942,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.395,4.406807643656097,,,,,
C1Ti1,aflow:9c88630aefd2f245,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618922,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.395,4.406807643656097,,,,,
C1Ti1,aflow:a1b457b8db036e71,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618927,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.4058,4.407549024298591,,,,,
C1Ti1,aflow:abc7ae3e2778df4d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618948,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3962,4.406890031602004,,,,,
C1Ti1,aflow:b0d41ed27a6ab1dc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618925,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3964,4.40690376262683,,,,,
C1Ti1,aflow:bc6e15b70fe8eac2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_93504,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.4028,4.4073431102498395,,,,,
C1Ti1,aflow:bdbad8748004b207,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_26952,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3969,4.406938089814547,,,,,
C1Ti1,aflow:d08cda291fab8c33,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_1546,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3973,4.406965551179689,,,,,
C1Ti1,aflow:d6422c477caae2a3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_180598,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.4051,4.40750097940813,,,,,
C1Ti1,aflow:d9111f1acb7b9aa2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_181783,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3982,4.407027337999964,,,,,
C1Ti1,aflow:dd9ba1426a59901e,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_151365,225,cF8,"['C', 'Ti']",0.0,0.0,0,2.04122e-05,900.926,,2,21.3903,4.406484927869489,238.772,0.201768,177.762,427.257,91.4544
C1Ti1,aflow:e8bf76b97d8294b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618951,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3855,4.406155296993798,,,,,
C1Ti1,aflow:efe5d613d005ba48,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618936,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3794,4.405736319910667,,,,,
C1Ti1,aflow:f8601d0bd9d1359d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618945,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3993,4.407102852872032,,,,,
C1Ti1,aflow:f8833ffc26dc175d,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618947,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3998,4.407137176958403,,,,,
C1Ti1,aflow:f9bc3fcf4eb308a1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_618941,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.3957,4.406855703665582,,,,,
C1Ti1,aflow:fca1a49565d4c618,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Ti1_ICSD_184912,225,cF8,"['C', 'Ti']",0.0,0.0,0,,,,2,21.4003,4.407171500510131,,,,,
C1Tl1,aflow:becbc8b7468a7e42,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Tl1_ICSD_618972,225,cF8,"['C', 'Tl']",0.0,0.0,0,8.53159e-05,221.86,2.10401,2,31.9873,5.039017403137862,85.1167,0.329857,32.6696,86.8919,2.90536
C1U1,aflow:05ba6e362bfbd4d3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619018,225,cF8,"['C', 'U']",0.0,0.0,0,,,,2,30.9616,4.984571105480923,,,,,
C1U1,aflow:0f860c677c9278f3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_44357,225,cF8,"['C', 'U']",0.0,0.0,0,,,,2,30.976,4.985343747495802,,,,,
C1U1,aflow:16c200c3f5df40f1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_618997,225,cF8,"['C', 'U']",-0.025,0.198,0,,,,2,31.4215,5.009129985193476,,,,,
C1U1,aflow:18a7eb5631213290,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619027,225,cF8,"['C', 'U']",-0.025,0.248,0,,,,2,30.9254,4.98262771061759,,,,,
C1U1,aflow:1a7fd5390ef6511f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619023,225,cF8,"['C', 'U']",-0.029,0.282,0,,,,2,31.0161,4.987494079804029,,,,,
C1U1,aflow:1e8a26d287d0fd93,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619004,225,cF8,"['C', 'U']",-0.025,0.198,0,,,,2,31.4215,5.009129985193476,,,,,
C1U1,aflow:1f94494a8e98e350,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619012,225,cF8,"['C', 'U']",-0.03,0.283,0,,,,2,31.072,4.990488584735525,,,,,
C1U1,aflow:29a36b1de17111e6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619026,225,cF8,"['C', 'U']",0.0,0.0,0,,,,2,30.9516,4.984034407566741,,,,,
C1U1,aflow:39682a567bd1dac1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_618992,225,cF8,"['C', 'U']",-0.029,0.282,0,,,,2,31.0161,4.987494079804029,,,,,
C1U1,aflow:480ee785f2f98b61,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619002,225,cF8,"['C', 'U']",-0.03,0.283,0,,,,2,31.072,4.990488584735525,,,,,
C1U1,aflow:56c3a2b274142169,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_26476,225,cF8,"['C', 'U']",-0.025,0.249,0,,,,2,30.8488,4.978510438736757,,,,,
C1U1,aflow:5c46954112ecc963,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619017,225,cF8,"['C', 'U']",-0.03,0.283,0,,,,2,31.072,4.990488584735525,,,,,
C1U1,aflow:61089076037e5aad,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_160448,225,cF8,"['C', 'U']",0.0,0.0,0,,,,2,30.9599,4.984479874989249,,,,,
C1U1,aflow:67124857a6b04882,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619010,225,cF8,"['C', 'U']",-0.025,0.198,0,,,,2,31.4215,5.009129985193476,,,,,
C1U1,aflow:89355505fdeeb5cc,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619020,225,cF8,"['C', 'U']",-0.029,0.282,0,,,,2,31.0161,4.987494079804029,,,,,
C1U1,aflow:a84546a5cc43f8b4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_77560,225,cF8,"['C', 'U']",-0.018,0.123,0,,,,2,30.74,4.972650675650177,,,,,
C1U1,aflow:b667da232539a613,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619025,225,cF8,"['C', 'U']",-0.023,0.182,0,,,,2,30.6909,4.970001713837096,,,,,
C1U1,aflow:c4aa0e9d9153045f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619011,225,cF8,"['C', 'U']",-0.028,0.277,0,,,,2,31.0258,4.988013956578992,,,,,
C1U1,aflow:c516282d6bfdef45,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619015,225,cF8,"['C', 'U']",-0.029,0.278,0,,,,2,31.0716,4.990467169914036,,,,,
C1U1,aflow:d4ab8c569c14917f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619000,225,cF8,"['C', 'U']",0.0,0.0,0,,,,2,30.9248,4.982595486879598,,,,,
C1U1,aflow:e6213897942b7cbf,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_168163,225,cF8,"['C', 'U']",-0.025,0.209,0,,,,2,30.9785,4.9854778623383424,,,,,
C1U1,aflow:e8b52a68108242ee,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_619013,225,cF8,"['C', 'U']",-0.025,0.198,0,,,,2,31.4215,5.009129985193476,,,,,
C1U1,aflow:ec41d02d09c11c86,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1U1_ICSD_24218,225,cF8,"['C', 'U']",0.0,0.0,0,,,,2,30.9599,4.984479874989249,,,,,
C1V1,aflow:111140bc4890194b,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_22263,225,cF8,"['C', 'V']",0.0,0.0,0,,,,2,18.4001,4.190765804626119,,,,,
C1V1,aflow:1f812d83f38223d6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619075,225,cF8,"['C', 'V']",0.0,0.0,0,,,,2,18.4011,4.190841722508588,,,,,
C1V1,aflow:2e88bdba4ec7a34f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619077,225,cF8,"['C', 'V']",-0.001,0.005,0,,,,2,18.4061,4.19122127066941,,,,,
C1V1,aflow:3e20a738e3c3e939,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619055,225,cF8,"['C', 'V']",0.0,0.0,0,,,,2,18.3958,4.1904393263843485,,,,,
C1V1,aflow:3f3778a47af9eeb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619061,225,cF8,"['C', 'V']",0.0,0.0,0,,,,2,18.3958,4.1904393263843485,,,,,
C1V1,aflow:5c910cff9e22a420,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_619071,225,cF8,"['C', 'V']",-0.001,0.005,0,,,,2,18.407,4.191289582038359,,,,,
C1V1,aflow:62d8a1109954d61f,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_77563,225,cF8,"['C', 'V']",-0.001,0.005,0,,,,2,18.407,4.191289582038359,,,,,
C1V1,aflow:6ef93ac9f46062a8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1V1_ICSD_159870,225,cF8,"['C', 'V']",0.0,0.0,0,1.92733e-05,941.103,,2,18.3993,4.190705068339664,295.661,0.206732,215.561,520.248,96.1928
